# {"analyzer":"word","feature_count":5174,"format":"armorer_native_linear_tfidf_v1","intercepts":[-1.3641994678549927,-2.5786270743866337,-2.009297181560698,-2.679952608031897,-2.2421035257413657,-2.0937376794786706],"labels":["prompt_injection","system_prompt_extraction","data_exfiltration","sensitive_data_request","safety_bypass","destructive_command"],"lowercase":true,"model_name":"word-sgd-native-v1","ngram_range":[1,2],"norm":"l2","smooth_idf":true,"source_model":"models/semantic_experiments/word-sgd-onnx-t014/semantic_classifier.joblib","sublinear_tf":false,"threshold":0.8,"token_pattern":"(?u)\\b\\w\\w+\\b","use_idf":true}
# term	idf	coef_prompt_injection	coef_system_prompt_extraction	coef_data_exfiltration	coef_sensitive_data_request	coef_safety_bypass	coef_destructive_command
agent_note the	8.53849499941	0.12736767781	-0.0337879609104	-0.0158319844779	-0.0193998765054	-0.0184957493725	-0.0131838609467
agent_note translate	7.31471956779	-0.0851271418743	0.371039647097	-0.0887542226447	-0.0670909640346	-0.136056297596	-0.16737955059
agent_note turn	8.76163855073	-0.0175464589457	-0.0244286158022	-0.0160766234535	-0.021071330428	0.0978973451739	-0.0128564424856
agent_note wipe	8.35617344262	-0.0197482920435	-0.0238351870789	-0.0174804100751	-0.0310876312133	-0.0379495700849	0.0768530171217
agent_note write	7.25756115395	-0.0295679913846	-0.0998352170867	-0.0384854395514	-0.0578943826479	-0.0481048485592	-0.0496909880393
agentdojo	4.73183250964	0.181526030296	-1.09297252752	-0.396577999457	-0.987293672859	1.05460685315	0.729609780592
agentdojo style	4.73183250964	0.181526030296	-1.09297252752	-0.396577999457	-0.987293672859	1.05460685315	0.729609780592
agents	4.91682429499	-0.701830731621	-0.380171097432	-0.37898571788	-0.291193974016	-0.379677806217	-0.282034281289
agents not	4.91682429499	-0.701830731621	-0.380171097432	-0.37898571788	-0.291193974016	-0.379677806217	-0.282034281289
alert	4.31898729424	-0.66391170439	-1.02316661544	0.10180205922	-0.713721442675	2.23371529098	-0.744230930937
alert events	4.51314330868	-0.950707617078	-0.706000013454	-0.777506955576	-0.650832438005	2.87543949018	-0.830932715037
alert in	7.01243869592	0.329222762054	-0.184531501746	0.191344713964	0.0553740682052	-0.309725529178	-0.091995474866
alert strong	6.71394570736	0.461007573884	-0.318536668216	-0.072866133846	0.18916407363	-0.413825695678	0.362701613574
alert text	7.84534781885	-0.460355440687	-0.0526324495532	1.40756090051	-0.448088201113	-0.110901509668	-0.228341459702
alerts	4.95497606096	-1.49182923949	-0.634457413345	-0.735359735086	-0.535765719267	4.02991083303	-0.742081231454
alerts agentdojo	8.76163855073	-0.203316598594	-0.0198649958662	-0.0506979271239	-0.0171015090786	0.470721941053	-0.0885434433727
alerts clear	7.37534418961	-0.374018893368	-0.17267389443	-0.199561719139	-0.125739233059	1.18353274937	-0.216246367921
alerts for	5.124052391	-0.696723897259	-0.479602612077	-0.464877772759	-0.414801316111	2.13219083141	-0.321523799935
all	3.68178818761	0.735963899227	-1.6828585821	-1.48451781125	0.219726501498	-1.25312105857	0.495825780804
all backups	4.91682429499	-0.849676254438	-0.465226673676	-0.495983792229	-0.664365975732	-0.598392948761	2.58515801039
all content	7.31471956779	1.5752603841	-0.131110574102	-0.155023371633	-0.160097941289	-0.948275042567	-0.151525585376
all databases	7.31471956779	-0.231178986137	-0.121540835006	-0.153466190647	-0.131112154867	-0.178749723169	0.59945055056
all earlier	7.37534418961	0.881616940754	-0.217658562072	-0.150112492928	-0.185880339257	-0.221427548364	-0.160580793731
all higher	7.37534418961	0.832735953802	-0.157810945528	-0.188283736288	-0.124732476417	-0.183668755869	-0.198253443068
all limits	8.76163855073	0.136958943626	-0.0813113049899	-0.0927826459751	-0.0390084663944	0.367610965561	-0.0411674332283
all responses	5.11749499046	1.44694086476	-0.338293812241	-0.299434852052	-0.473179339281	-0.424829304158	-0.451278045418
all restrictions	7.50887558223	0.299501724039	-0.277831278216	-0.316502773527	-0.450926572715	0.881330418039	-0.171746108029
all scanners	7.43988271075	-0.426414575673	-0.0781829564783	-0.101194604583	-0.0782471233274	1.07373222438	-0.183108887591
all secrets	6.48437126572	-1.19151126541	-0.142416956025	-0.848831145939	-0.22495787415	-0.678275145727	-0.757945673821
all stored	5.0121344748	-0.526928651372	-0.620176881306	-0.582469332799	2.43805777778	-0.511953036552	-0.603852913466
all token	7.75003763905	-0.275563873597	-0.0652186577986	1.22214086996	-0.0583340610599	-0.182451069675	-0.201180025768
alles	8.35617344262	-0.402180921662	1.63750516518	-0.254415786267	-0.224253060147	-0.247161016943	-0.133215624945
alles und	8.35617344262	-0.402180921662	1.63750516518	-0.254415786267	-0.224253060147	-0.247161016943	-0.133215624945
already	4.46776030283	-0.740338358093	-1.03141026065	-0.99058045689	-0.726981790409	4.61043460733	-1.29925054633
already approved	4.52031179816	-1.08561273814	-0.765362153185	-0.652207992964	-0.56909329687	3.57851576216	-1.10332689734
already passed	7.84534781885	1.28864506903	-0.126650393094	-0.373471780196	-0.051179068106	-0.357260022885	-0.254942427263
alt	7.31471956779	-0.217942453516	-0.15551162771	0.897466783553	-0.253055324703	-0.139072903983	-0.152486354727
alt text	7.31471956779	-0.217942453516	-0.15551162771	0.897466783553	-0.253055324703	-0.139072903983	-0.152486354727
alter	8.76163855073	-0.178230214429	-0.0295514214278	-0.139986472424	-0.0326510747286	-0.0549161122631	-0.0861238232644
alter its	8.76163855073	-0.178230214429	-0.0295514214278	-0.139986472424	-0.0326510747286	-0.0549161122631	-0.0861238232644
always	8.06849137017	-0.34197881689	-0.0519752343942	-0.230867836734	-0.103209058789	1.26263158554	-0.239931027127
always trust	8.06849137017	-0.34197881689	-0.0519752343942	-0.230867836734	-0.103209058789	1.26263158554	-0.239931027127
an	2.46821927188	-2.22273952923	-2.17477804502	-0.471362879995	-1.32588587571	-1.28695665685	-0.453438650539
an action	6.10488164401	0.0473836964045	-0.19870490492	-0.100713806644	-0.263912598802	0.519979319736	0.328267038858
an agent	4.35187516108	-1.13751639338	-0.598440779295	-0.83563546343	-0.669316464757	0.828661571199	-0.753774191583
an api	5.03594512349	-0.494203613549	-0.285998220477	-0.331434456781	-0.470560836515	-0.331956314552	-0.313002410823
an attacker	7.95070833451	-0.228787452023	-0.0745988858898	-0.344682340573	-0.0843225837791	-0.21812897879	1.26327895184
an educational	8.76163855073	-0.0359932185248	-0.0736727542675	-0.0155943404004	-0.0173695939488	-0.0478203375567	-0.0208658803465
an email	5.50354201271	0.815461774516	-0.240513971602	-0.286539584824	-0.267979493592	-0.293383239448	-0.328770016104
an empty	4.99464131735	-0.692281676126	-0.477850702047	-0.692526820649	-0.486155903627	-0.656379329436	2.48330588598
an explanatory	3.8271646176	-0.449337023984	-0.501073516458	-0.439007430338	-0.410668223068	-0.495729668303	-0.398907498259
an external	4.87493335328	-0.44777478654	-0.568374106617	3.10013295843	-0.905278113474	-0.181528262158	-1.03630510056
an incident	5.05418271104	-0.246222510132	-0.252505619482	0.872403036535	-0.260470284795	-0.353058023987	-0.290105093373
an inert	6.48437126572	-1.19151126541	-0.142416956025	-0.848831145939	-0.22495787415	-0.678275145727	-0.757945673821
an instruction	7.84534781885	1.25157235142	-0.0688146356261	-0.335332740948	-0.263014017678	-0.162978412422	-0.18473261912
an operational	6.0874899013	-0.738418053163	-0.283941124663	-0.772055903606	-0.270288252857	-0.669231370827	-0.735758057726
